game_ID,play_ID,NFL_ID,name,position,max_vel,max_accel
2022091104,2974,47888,Chauncey Gardner-Johnson,SS,3.94,3.37
2022091104,3172,46151,Tracy Walker,FS,,
2022091104,3172,46958,Chris Board,ILB,,
2022091105,228,43356,Maliek Collins,DT,3.6,3.7
2022091105,503,46304,Zaire Franklin,OLB,8.06,3.47
2022091105,667,44964,Desmond King,CB,,
2022091105,667,54502,Jalen Pitre,FS,,
2022091105,667,42441,Steven Nelson,CB,7.92,5.78
2022091105,912,38540,Stephon Gilmore,CB,6.84,1.68
2022091105,1259,42441,Steven Nelson,CB,6.67,3.24
2022091105,1913,43358,Yannick Ngakoue,DE,2.62,2.59
2022091105,1968,52493,Julian Blackmon,FS,9.52,1.79
2022091105,2369,46729,Brandon Facyson,CB,3.44,4.4
2022091105,2369,45287,Kenny Moore,CB,3.98,1.85
2022091105,2718,38540,Stephon Gilmore,CB,5.78,4.02
2022091105,3971,54468,Derek Stingley,CB,6.41,1.46
2022091105,4041,54468,Derek Stingley,CB,5.73,5.25
2022091106,154,53465,Jevon Holland,FS,8.41,4.53
2022091106,154,43503,Elandon Roberts,ILB,8.0,3.71
2022091106,196,43327,Xavien Howard,CB,6.62,3.71
2022091106,607,53465,Jevon Holland,FS,,
2022091106,1544,35466,Devin McCourty,FS,5.91,4.76
2022091106,1874,47796,Christian Wilkins,DT,4.57,2.46
2022091106,2019,44887,Duke Riley,ILB,4.53,6.74
2022091106,2584,43503,Elandon Roberts,ILB,7.87,5.44
2022091106,2584,52478,Brandon Jones,SS,5.34,3.89
2022091106,2767,46212,Ja'Whaun Bentley,ILB,2.7,3.4
2022091106,2935,35466,Devin McCourty,FS,6.92,4.4
2022091106,3213,54936,Kader Kohou,CB,4.59,3.47
2022091107,275,47881,Quincy Williams,OLB,3.72,3.03
2022091107,959,54491,Jermaine Johnson,DE,2.31,2.28
2022091107,1696,37778,Josh Bynes,ILB,4.38,5.54
2022091107,1841,37145,Justin Houston,OLB,3.56,3.63
2022091107,1879,44854,Marcus Williams,FS,5.59,2.05
2022091107,1879,54479,Kyle Hamilton,FS,,
2022091107,1879,43694,Michael Pierce,NT,6.51,3.55
2022091107,2092,46186,Jordan Whitehead,SS,6.99,3.91
2022091107,2092,46255,Jake Martin,DE,,
2022091107,2219,52479,Justin Madubuike,DT,6.53,3.88
2022091107,2659,41243,C.J. Mosley,ILB,4.38,4.6
2022091107,3115,41243,C.J. Mosley,ILB,5.99,3.64
2022091107,3115,53583,Michael Carter,CB,4.31,6.74
2022091107,3299,44854,Marcus Williams,FS,4.44,5.91
2022091107,3299,44999,Chuck Clark,SS,5.64,3.61
2022091107,3398,44999,Chuck Clark,SS,1.18,0.73
2022091107,3503,54479,Kyle Hamilton,FS,5.66,1.91
2022091109,412,54492,Devin Lloyd,ILB,4.97,5.09
2022091109,888,52428,K'Lavon Chaisson,OLB,3.49,5.93
2022091109,928,53494,Andre Cisco,SS,5.74,4.92
2022091109,928,53462,Tyson Campbell,CB,6.51,4.31
2022091109,928,46456,Darious Williams,CB,4.34,5.75
2022091109,1636,44926,Rayshawn Jenkins,SS,7.24,3.42
2022091109,1636,46249,Folorunso Fatukasi,DT,1.59,1.35
2022091109,1729,43352,Adam Gotsis,DE,6.74,4.48
2022091109,1729,46269,Foyesade Oluokun,ILB,5.69,3.35
2022091109,1729,44926,Rayshawn Jenkins,SS,6.96,3.07
2022091109,1886,53448,Jamin Davis,OLB,8.16,4.05
2022091109,1915,53503,Benjamin St-Juste,CB,,
2022091109,2404,43313,William Jackson,CB,4.6,6.13
2022091109,2452,53448,Jamin Davis,OLB,,
2022091109,3544,46456,Darious Williams,CB,7.1,1.95
2022091110,514,53445,Zaven Collins,OLB,8.72,4.05
2022091110,514,43376,Nick Vigil,ILB,7.61,5.34
2022091110,543,53445,Zaven Collins,OLB,7.76,3.75
2022091110,543,44848,Budda Baker,SS,,
2022091110,1092,53445,Zaven Collins,OLB,4.28,4.13
2022091110,1312,44848,Budda Baker,SS,9.23,3.29
2022091110,1539,52539,Rashard Lawrence,NT,3.7,2.78
2022091110,1539,53445,Zaven Collins,OLB,4.77,4.95
2022091110,1649,46137,Justin Reid,SS,8.5,3.87
2022091110,2845,43376,Nick Vigil,ILB,7.71,3.64
2022091110,2978,53487,Nick Bolton,ILB,5.08,3.4
2022091110,3797,49410,Jalen Thompson,FS,6.19,4.82
2022091110,3797,53565,Marco Wilson,CB,4.28,4.1
2022091110,3821,52522,Leki Fotu,DT,2.58,2.42
2022091111,475,42935,Bryce Callahan,CB,4.39,2.77
2022091111,475,53476,Asante Samuel,CB,6.32,2.44
2022091111,475,47913,Drue Tranquill,ILB,2.56,4.46
2022091111,694,53509,Divine Deablo,OLB,4.75,0.94
2022091111,730,46214,Bilal Nichols,DT,2.01,2.73
2022091111,730,53509,Divine Deablo,OLB,4.53,3.91
2022091111,730,47889,Maxx Crosby,DE,5.23,2.7
2022091111,818,43292,Joey Bosa,OLB,4.21,3.95
2022091111,818,43791,Morgan Fox,DE,2.2,2.18
2022091111,1148,47843,Nasir Adderley,FS,5.47,4.31
2022091111,1484,53509,Divine Deablo,OLB,4.35,5.41
2022091111,1484,42391,Denzel Perryman,ILB,6.0,5.04
2022091111,1706,41231,Khalil Mack,OLB,2.25,4.93
2022091111,1706,52431,Kenneth Murray,ILB,5.72,3.75
2022091111,1706,43332,Austin Johnson,NT,2.22,2.42
2022091111,1761,46086,Derwin James,FS,,
2022091111,2113,47810,Johnathan Abram,SS,6.44,5.7
2022091111,2522,47889,Maxx Crosby,DE,6.49,3.72
2022091111,2725,38551,Chandler Jones,DE,3.44,2.69
2022091111,2967,46387,Kendal Vickers,DT,3.64,2.29
2022091111,2967,47810,Johnathan Abram,SS,5.87,5.47
2022091111,2967,38551,Chandler Jones,DE,5.1,3.32
2022091112,573,37078,Patrick Peterson,CB,4.91,5.15
2022091112,573,42427,Jordan Hicks,ILB,3.05,5.12
2022091112,941,42427,Jordan Hicks,ILB,7.62,4.56
2022091112,2246,52525,D.J. Wonnum,OLB,8.23,3.88
2022091112,2246,42427,Jordan Hicks,ILB,,
2022091112,2475,47795,Rashan Gary,OLB,,
2022091112,2981,43404,De'Vondre Campbell,ILB,5.18,2.51
2022091112,3200,52497,Cameron Dantzler,CB,5.61,2.38
2022091108,83,47899,Amani Hooker,FS,5.07,5.75
2022091108,104,47971,David Long,ILB,8.0,2.3
2022091108,216,47891,Julian Love,SS,7.94,4.15
2022091108,371,48462,Kevin Strong,DE,7.27,3.13
2022091108,445,43353,Kevin Byard,FS,4.02,5.31
2022091108,445,54500,Roger McCreary,CB,4.6,5.1
2022091108,1778,46846,Joshua Kalu,FS,9.44,3.35
2022091108,2938,52469,Kristian Fulton,CB,6.42,1.85
2022091108,2962,47802,Jeffery Simmons,DT,4.43,2.41
2022091108,3084,47915,Ugochukwu Amadi,FS,3.71,4.52
2022091108,3417,48462,Kevin Strong,DE,2.42,1.62
2022091113,1017,41235,Anthony Barr,OLB,3.25,4.42
2022091113,1318,40031,Logan Ryan,FS,5.83,5.55
2022091113,1689,43478,Anthony Brown,CB,,
2022091113,2494,46088,Leighton Vander Esch,OLB,6.99,3.87
2022091113,2494,43533,Jayron Kearse,FS,4.06,3.66
2022091113,2866,47882,Mike Edwards,FS,8.21,2.76
2022091113,2933,47841,Trysten Hill,DT,4.72,5.15
2022091113,3173,47996,Donovan Wilson,SS,3.05,2.3
2022091113,3577,40031,Logan Ryan,FS,6.02,6.04
2022091113,3722,53504,Osa Odighizuwa,DT,5.81,4.18
2022091200,1967,41464,Shelby Harris,DE,4.3,2.25
2022091200,1967,46117,Uchenna Nwosu,OLB,3.62,2.31
2022091200,2093,47871,Cody Barton,MLB,4.24,3.71
2022091200,2268,52435,Jordyn Brooks,ILB,2.82,3.05
2022091200,2479,45011,D.J. Jones,DT,2.28,3.05
2022091200,2522,53438,Patrick Surtain,CB,3.65,1.14
2022091200,2522,53581,Caden Sterns,FS,5.73,5.16
2022091200,2750,43387,Justin Simmons,FS,,
2022091200,2883,42929,Alex Singleton,OLB,8.49,3.45
2022091500,55,47913,Drue Tranquill,ILB,2.24,2.86
2022091500,142,52431,Kenneth Murray,ILB,,
2022091500,257,47984,Rashad Fenton,CB,3.02,2.62
2022091500,651,52471,Willie Gay,OLB,5.34,6.1
2022091500,1213,54708,Jaylen Watson,CB,1.83,0.95
2022091500,1386,42935,Bryce Callahan,CB,5.53,6.26
2022091500,1482,52546,L'Jarius Sneed,CB,5.42,3.93
2022091500,1983,47846,Juan Thornhill,FS,4.46,6.16
2022091500,2286,42935,Bryce Callahan,CB,6.19,6.25
2022091500,2286,47913,Drue Tranquill,ILB,5.25,6.39
2022091500,2286,46086,Derwin James,FS,4.29,5.78
2022091500,2874,46264,Sebastian Joseph,NT,1.1,2.06
2022091500,3032,52471,Willie Gay,OLB,6.7,3.2
2022091500,3903,52471,Willie Gay,OLB,7.87,6.04
2022091800,117,37778,Josh Bynes,ILB,6.48,3.66
2022091800,471,47796,Christian Wilkins,DT,2.5,2.45
2022091800,2506,42390,Eric Rowe,SS,8.14,1.11
2022091800,2953,42361,Marcus Peters,CB,8.95,3.75
2022091800,2953,44854,Marcus Williams,FS,8.14,4.39
2022091800,2977,52436,Patrick Queen,ILB,9.4,1.16
2022091800,3398,47796,Christian Wilkins,DT,4.24,3.79
2022091800,3398,38548,Melvin Ingram,OLB,3.57,4.21
2022091800,3898,44854,Marcus Williams,FS,8.54,3.32
2022091801,218,42467,Kwon Alexander,OLB,8.65,4.65
2022091801,451,41270,Lamarcus Joyner,SS,3.05,3.01
2022091801,645,44903,John Johnson,FS,,
2022091801,1391,52505,Jacob Phillips,MLB,8.25,4.28
2022091801,2344,52452,Grant Delpit,SS,2.68,3.05
2022091802,390,53503,Benjamin St-Juste,CB,4.11,1.71
2022091802,518,52411,Jeff Okudah,CB,4.79,4.9
2022091802,518,46259,DeShon Elliott,FS,6.27,3.16
2022091802,1055,47809,Montez Sweat,DE,3.54,4.83
2022091802,2306,46099,Mike Hughes,CB,9.48,0.94
2022091802,2473,53592,Darrick Forrest,SS,6.94,3.97
2022091802,2473,53503,Benjamin St-Juste,CB,2.88,5.24
2022091802,2585,54653,Malcolm Rodriguez,ILB,5.5,4.66
2022091802,2585,52743,Benito Jones,DT,3.94,1.36
2022091802,2710,53503,Benjamin St-Juste,CB,,
2022091802,2995,52411,Jeff Okudah,CB,5.63,2.44
2022091802,3395,46099,Mike Hughes,CB,4.33,5.78
2022091803,526,47872,Bobby Okereke,ILB,4.87,5.55
2022091803,883,46249,Folorunso Fatukasi,DT,2.4,1.15
2022091803,1388,38540,Stephon Gilmore,CB,9.73,1.8
2022091803,1766,46304,Zaire Franklin,OLB,6.85,2.15
2022091803,2219,47872,Bobby Okereke,ILB,6.25,3.8
2022091803,2219,52493,Julian Blackmon,FS,7.56,5.81
2022091803,2654,53462,Tyson Campbell,CB,,
2022091804,80,52453,Antoine Winfield,FS,7.05,4.37
2022091804,80,47788,Devin White,ILB,5.88,3.28
2022091804,80,46132,Carlton Davis,CB,6.34,5.61
2022091804,112,52453,Antoine Winfield,FS,5.34,5.95
2022091804,197,38619,Akiem Hicks,DT,3.96,1.61
2022091804,280,53461,Joe Tryon,OLB,6.57,2.27
2022091804,499,44862,Justin Evans,SS,6.11,4.46
2022091804,1126,53489,Pete Werner,OLB,6.07,3.53
2022091804,1174,41257,Bradley Roby,CB,7.51,1.76
2022091804,2518,44823,Marshon Lattimore,CB,7.89,2.49
2022091804,3201,40017,Tyrann Mathieu,FS,5.2,3.01
2022091804,4086,43409,David Onyemata,DT,3.91,3.37
2022091805,203,43333,Jihad Ward,OLB,6.36,2.56
2022091805,203,52444,Xavier McKinney,FS,6.71,3.41
2022091805,327,52518,Darnay Holmes,CB,4.03,3.87
2022091805,415,46527,Frankie Luvu,ILB,5.96,0.88
2022091805,486,45004,Xavier Woods,FS,4.45,3.57
2022091805,556,45004,Xavier Woods,FS,6.31,3.8
2022091805,773,47891,Julian Love,SS,8.12,3.14
2022091805,797,47800,Dexter Lawrence,DT,8.41,2.47
2022091805,1158,46205,Marquis Haynes,OLB,3.31,4.5
2022091805,1158,52472,Jeremy Chinn,FS,5.56,3.32
2022091805,1676,47891,Julian Love,SS,6.47,2.36
2022091805,1676,44830,Adoree' Jackson,CB,,
2022091805,1765,47799,Brian Burns,OLB,4.34,2.13
2022091805,1949,54546,Cordale Flott,CB,4.93,7.48
2022091805,2292,44830,Adoree' Jackson,CB,,
2022091805,2361,52444,Xavier McKinney,FS,9.57,1.88
2022091805,2675,42368,Shaq Thompson,ILB,3.36,3.92
2022090800,167,43298,Leonard Floyd,DE,,
2022090800,1030,47862,David Long,CB,3.98,3.89
2022090800,1102,42816,Troy Hill,CB,4.82,4.49
2022090800,1102,52492,Terrell Lewis,OLB,4.06,6.72
2022090800,1230,46190,Taron Johnson,CB,2.7,2.02
2022090800,1358,44976,Matt Milano,OLB,7.69,4.13
2022090800,1358,47792,Ed Oliver,DT,4.96,3.44
2022090800,2043,42816,Troy Hill,CB,4.6,5.86
2022090800,2360,46085,Tremaine Edmunds,ILB,4.15,4.76
2022090800,2506,53532,Ernest Jones,ILB,5.1,5.6
2022090800,2506,47917,Greg Gaines,NT,3.85,1.76
2022090800,2648,43294,Jalen Ramsey,CB,6.44,5.24
2022090800,2648,47844,Taylor Rapp,FS,5.73,3.65
2022090800,2688,47862,David Long,CB,8.34,5.02
2022090800,3341,46190,Taron Johnson,CB,5.11,5.4
2022090800,3431,44976,Matt Milano,OLB,6.39,6.24
2022090800,3576,40107,Micah Hyde,FS,7.04,6.53
2022090800,3576,46085,Tremaine Edmunds,ILB,7.18,5.87
2022090800,3576,54650,Christian Benford,CB,4.72,4.35
2022091100,522,38592,Casey Hayward,CB,2.3,3.48
2022091100,522,53469,Richie Grant,SS,6.13,3.68
2022091100,762,55173,Timmy Horne,DT,2.11,1.12
2022091100,762,46841,Matt Dickerson,DT,2.23,2.6
2022091100,1046,44851,Marcus Maye,FS,5.19,3.18
2022091100,1046,40017,Tyrann Mathieu,FS,4.05,5.96
2022091100,1359,41257,Bradley Roby,CB,5.07,3.02
2022091100,1651,38607,Demario Davis,MLB,3.72,5.22
2022091100,1651,37097,Cameron Jordan,DE,2.89,2.81
2022091100,1769,46091,Rashaan Evans,ILB,5.17,3.63
2022091100,2616,41257,Bradley Roby,CB,7.28,1.64
2022091100,2683,40017,Tyrann Mathieu,FS,7.95,5.53
2022091100,2683,44851,Marcus Maye,FS,6.57,6.7
2022091100,3119,52424,A.J. Terrell,CB,5.43,4.85
2022091100,3355,53489,Pete Werner,OLB,6.92,2.14
2022091100,3736,38607,Demario Davis,MLB,4.93,5.6
2022091101,184,46124,Donte Jackson,CB,6.24,4.57
2022091101,361,46098,Taven Bryan,DT,2.49,2.09
2022091101,417,53481,Jeremiah Owusu-Koramoah,OLB,4.6,4.42
2022091101,417,52452,Grant Delpit,SS,5.85,4.72
2022091101,748,53455,Greg Newsome,CB,6.88,2.45
2022091101,1192,47799,Brian Burns,OLB,,
2022091101,1213,43797,Cory Littleton,OLB,8.35,3.47
2022091101,1213,46124,Donte Jackson,CB,,
2022091101,1720,54533,Martin Emerson,CB,9.77,6.03
2022091101,1945,52415,Derrick Brown,DE,8.15,4.55
2022091101,2545,47799,Brian Burns,OLB,2.41,3.31
2022091101,2909,44903,John Johnson,FS,,
2022091101,3040,54543,Alex Wright,DE,3.75,3.25
2022091101,3263,42470,Damien Wilson,MLB,8.94,3.04
2022091101,3569,52446,Yetur Gross-Matos,OLB,2.99,2.43
2022091102,343,42360,Arik Armstead,DT,3.1,2.0
2022091102,989,47931,Dre Greenlaw,ILB,3.42,3.9
2022091102,1907,46139,Fred Warner,ILB,8.02,5.64
2022091102,1907,44938,Samson Ebukam,DE,5.28,4.41
2022091102,2238,54513,Jaquan Brisker,SS,6.92,4.38
2022091102,2238,52458,Jaylon Johnson,CB,5.23,4.59
2022091102,2738,45009,Al-Quadin Muhammad,DE,6.32,5.04
2022091102,2738,54504,Kyler Gordon,CB,5.58,5.58
2022091102,2837,46077,Roquan Smith,ILB,6.21,3.16
2022091102,3381,54639,Dominique Robinson,DE,6.39,3.0
2022091103,955,44906,Cameron Sutton,CB,3.91,3.93
2022091103,955,46080,Minkah Fitzpatrick,FS,,
2022091103,1126,46123,Jessie Bates,FS,7.93,6.91
2022091103,1968,46097,Terrell Edmunds,SS,2.96,4.99
2022091103,2670,45395,Arthur Maulet,CB,6.18,4.01
2022091103,2740,44872,Chidobe Awuzie,CB,3.92,3.09
2022091103,3126,44872,Chidobe Awuzie,CB,5.73,4.16
2022091103,3126,47855,Germaine Pratt,OLB,6.47,3.89
2022091103,3464,44842,T.J. Watt,OLB,5.65,3.47
2022091103,3464,52510,Alex Highsmith,OLB,4.04,2.38
2022091103,3613,47855,Germaine Pratt,OLB,5.61,4.11
2022091103,3613,43455,D.J. Reader,NT,2.4,2.05
2022091103,3849,44878,Ahkello Witherspoon,CB,7.41,0.87
2022091103,4462,46097,Terrell Edmunds,SS,2.64,3.64
2022091103,4488,46080,Minkah Fitzpatrick,FS,7.78,1.38
2022091104,844,46151,Tracy Walker,FS,,
2022091104,1826,46188,Kyzir White,ILB,3.76,5.27
2022091104,1986,46188,Kyzir White,ILB,6.54,5.0
2022091104,2190,44834,Charles Harris,OLB,8.13,3.35
2022091104,2190,47918,John Cominsky,DT,,
2022091104,3016,43378,Javon Hargrave,DT,2.29,2.58
2022091104,3016,47974,Marcus Epps,SS,3.18,2.47
2022091104,3572,44834,Charles Harris,OLB,6.08,5.59
2022091104,3596,47975,Isaiah Buggs,DT,2.83,3.25
2022091104,4176,46199,Josh Sweat,DE,4.11,3.52
2022091105,424,44964,Desmond King,CB,5.78,3.85
2022091105,619,43497,Kamu Grugier-Hill,ILB,4.4,5.31
2022091105,1850,46729,Brandon Facyson,CB,6.72,3.37
2022091105,4905,53712,Michael Dwumfour,DT,5.76,4.12
2022091105,4905,35470,Jerry Hughes,DE,6.84,4.38
2022091105,4905,44964,Desmond King,CB,5.23,4.77
2022091105,4905,54502,Jalen Pitre,FS,6.43,5.68
2022091106,859,43700,Jonathan Jones,CB,8.06,3.61
2022091106,883,43435,Matt Judon,OLB,4.42,4.52
2022091106,1401,35466,Devin McCourty,FS,3.89,3.61
2022091106,1895,43503,Elandon Roberts,ILB,7.37,3.39
2022091106,1895,47934,Andrew Van Ginkel,OLB,6.38,4.18
2022091106,2170,43321,Emmanuel Ogbah,DE,2.92,2.3
2022091106,2170,46312,Keion Crossen,CB,5.19,3.99
2022091106,2358,52991,Myles Bryant,CB,7.48,4.49
2022091106,2358,54586,Jack Jones,CB,9.96,5.23
2022091106,2450,46212,Ja'Whaun Bentley,ILB,4.01,5.01
2022091106,3337,52468,Josh Uche,OLB,7.28,4.33
2022091106,3337,43522,Jalen Mills,CB,5.68,2.98
2022091106,3337,47938,Mack Wilson,OLB,8.78,1.95
2022091107,115,52506,Malik Harrison,OLB,6.88,4.5
2022091107,254,41243,C.J. Mosley,ILB,6.24,4.11
2022091107,254,46186,Jordan Whitehead,SS,6.53,4.58
2022091107,744,46186,Jordan Whitehead,SS,8.01,3.1
2022091107,744,54469,Ahmad Gardner,CB,5.89,4.31
2022091107,935,42467,Kwon Alexander,OLB,7.1,2.89
2022091107,1051,44854,Marcus Williams,FS,7.64,3.17
2022091107,1378,41240,Kyle Fuller,CB,5.23,2.7
2022091107,1378,37778,Josh Bynes,ILB,5.64,2.5
2022091107,2635,47881,Quincy Williams,OLB,6.8,2.0
2022091107,2635,41243,C.J. Mosley,ILB,4.78,3.46
2022091107,3037,44854,Marcus Williams,FS,6.12,5.79
2022091107,3374,44854,Marcus Williams,FS,6.02,6.26
2022091107,3374,44999,Chuck Clark,SS,5.33,7.11
2022091109,383,53494,Andre Cisco,SS,,
2022091109,587,43313,William Jackson,CB,9.77,2.22
2022091109,743,53494,Andre Cisco,SS,7.61,7.69
2022091109,839,53494,Andre Cisco,SS,4.98,5.11
2022091109,839,46456,Darious Williams,CB,8.7,1.23
2022091109,863,54492,Devin Lloyd,ILB,6.86,3.3
2022091109,2558,43787,Roy Robertson-Harris,DT,3.93,1.91
2022091109,2635,44880,Dawuane Smoot,DE,8.17,3.94
2022091109,2726,47809,Montez Sweat,DE,1.22,2.21
2022091110,240,52416,Isaiah Simmons,DB,8.84,2.29
2022091110,569,49410,Jalen Thompson,FS,6.29,3.57
2022091110,1394,47984,Rashad Fenton,CB,4.95,4.18
2022091110,1394,52471,Willie Gay,OLB,4.41,3.79
2022091110,1494,48032,Michael Dogbe,DE,2.63,2.02
2022091110,1494,44848,Budda Baker,SS,7.35,6.95
2022091110,2085,46657,Dennis Gardeck,OLB,5.63,4.38
2022091110,2085,53565,Marco Wilson,CB,6.03,4.37
2022091110,2085,53445,Zaven Collins,OLB,6.71,5.56
2022091110,2474,44848,Budda Baker,SS,5.97,6.73
2022091110,2720,52416,Isaiah Simmons,DB,8.22,4.74
2022091110,3092,53487,Nick Bolton,ILB,4.56,3.45
2022091110,3357,52522,Leki Fotu,DT,3.16,1.82
2022091110,4056,35493,Carlos Dunlap,OLB,9.11,1.46
2022091111,166,38551,Chandler Jones,DE,2.64,3.29
2022091111,166,47889,Maxx Crosby,DE,2.48,2.44
2022091111,430,41269,Kyle Van Noy,OLB,4.76,3.5
2022091111,430,46086,Derwin James,FS,3.92,4.35
2022091111,665,47817,Rock Ya-Sin,CB,,
2022091111,770,53476,Asante Samuel,CB,7.76,2.99
2022091111,1307,47817,Rock Ya-Sin,CB,2.95,5.29
2022091111,1999,43411,Andrew Billings,DT,7.45,3.1
2022091111,2543,53509,Divine Deablo,OLB,3.8,3.44
2022091111,3123,45571,Michael Davis,CB,8.39,1.31
2022091112,62,46087,Jaire Alexander,CB,8.09,6.04
2022091112,917,53554,Camryn Bynum,FS,7.28,5.44
2022091112,1700,43404,De'Vondre Campbell,ILB,4.51,4.48
2022091112,2931,54644,Kingsley Enagbare,OLB,4.91,5.24
2022091112,3029,43338,Jarran Reed,DT,2.23,2.12
2022091112,3029,53602,Tedarrell Slaton,DT,3.24,1.55
2022091112,3246,52497,Cameron Dantzler,CB,4.6,6.38
2022091108,195,47878,Oshane Ximines,OLB,6.9,2.59
2022091108,195,42349,Leonard Williams,DT,3.73,3.36
2022091108,515,43333,Jihad Ward,OLB,2.54,2.18
2022091108,815,52444,Xavier McKinney,FS,3.78,5.67
2022091108,1509,52444,Xavier McKinney,FS,8.06,4.15
2022091108,1639,43353,Kevin Byard,FS,4.06,3.49
2022091108,1639,42031,Denico Autry,DE,4.85,2.34
2022091108,2273,44830,Adoree' Jackson,CB,6.35,6.05
2022091108,2273,45352,Austin Calitro,ILB,8.29,5.14
2022091108,3438,52469,Kristian Fulton,CB,3.42,5.98
2022091108,3926,41336,Justin Ellis,DT,,
2022091113,1389,44827,Malik Hooker,FS,9.83,4.47
2022091113,1389,43478,Anthony Brown,CB,7.85,2.54
2022091113,1566,47882,Mike Edwards,FS,8.39,5.11
2022091113,2201,46132,Carlton Davis,CB,3.56,4.41
2022091113,2262,52453,Antoine Winfield,FS,2.62,3.6
2022091113,2890,41915,Shaquil Barrett,OLB,5.73,4.33
2022091113,3211,53441,Micah Parsons,OLB,9.08,4.39
2022091113,3531,47877,Jamel Dean,CB,2.68,2.85
2022091113,3531,38588,Lavonte David,ILB,3.89,3.83
